ID,MARCA,NOMBRE,CATEGORIA WEB,COMPATIBILIDAD,DESCRIPCIÓN
CACLI151BK,CANON,CARTUCHO TINTA CANON CLI151 NEGRO,OTROS,,
CACLI151C,CANON,CARTUCHO TINTA CANON CLI151 CYAN,OTROS,,
CACLI151M,CANON,CARTUCHO TINTA CANON CLI151 MAGENTA,OTROS,,
CACLI151XLC,CANON,"Cartucho Canon CLI-151 Alto Rendimiento Cian XL, 11ml",OTROS,,
CACLI151XLM,CANON,"Cartucho Canon CLI-151 M Alto Rendimiento Magenta XL, 11ml",OTROS,,
CACLI151XLY,CANON,"Cartucho Canon CLI-151 Alto Rendimiento Amarillo XL, 11ml",OTROS,,
CACLI151Y,CANON,CARTUCHO TINTA CANON CLI151 AMARILLO,OTROS,,
CACLI36CLR,CANON,CARTUCHO TINTA CANON CLI36 COLOR,OTROS,,
CACLI42C,CANON,CARTUCHO TINTA CANON CLI42 CYAN,OTROS,,
CACLI42GY,CANON,CARTUCHO TINTA CANON CLI42 GRIS,OTROS,,
CACLI42LGY,CANON,CARTUCHO TINTA CANON CLI42 GRIS CLARO,OTROS,,
CACLI42M,CANON,CARTUCHO TINTA CANON CLI42 MAGENTA,OTROS,,
CACLI42Y,CANON,CARTUCHO TINTA CANON CLI42 AMARILLO,OTROS,,
CAG06925,CANON,Kit Canon cabezal tinta negra y color BH-1 CH-1 G06925,OTROS,,
CAGI10C,CANON,BOTELLA DE TINTA CANON GI-10 CYAN,OTROS,,
CAGI10M,CANON,BOTELLA DE TINTA CANON  GI-10 MAGENTA,OTROS,,
CAGI10PGBK,CANON,BOTELLA DE TINTA CANON GI-10 PGBK NEGRO,OTROS,,
CAGI10Y,CANON,BOTELLA DE TINTA CANON GI-10 AMARILLO,OTROS,,
CAGI11C,CANON,BOTELLA DE TINTA CANON GI-11 CYAN,OTROS,,
CAGI11M,CANON,BOTELLA DE TINTA CANON GI-11 MAGENTA,OTROS,,
CAGI11PGBK,CANON,BOTELLA DE TINTA CANON GI-11 PGBK NEGRO,OTROS,,
CAGI11Y,CANON,BOTELLA DE TINTA CANON GI-11 AMARILLO,OTROS,,
CAGI13BK,CANON,"Tanque de Tinta Canon GI-13 Negro, 70ml",OTROS,,
CAGI13C,CANON,Tinta Canon GI-13 cyan,OTROS,,
CAGI13M,CANON,BOTELLA DE TINTA CANON GI-13 MAGENTA,OTROS,,
CAGI13R,CANON,Tinta Canon GI-13 roja,OTROS,,
CAGI13Y,CANON,Tinta Canon GI-13 amarilla,OTROS,,
CAGI16BK,CANON,BOTELLA DE TINTA CANON GI-16 NEGRO,OTROS,,
CAGI16C,CANON,BOTELLA DE TINTA CANON GI-16 CYAN,OTROS,,
CAGI16M,CANON,BOTELLA DE TINTA CANON GI-16 MAGENTA,OTROS,,
CAGI16Y,CANON,BOTELLA DE TINTA CANON GI-16 AMARILLO,OTROS,,
CAGI190BK,CANON,CARTUCHO TINTA CANON GI190 NEGRO,OTROS,,
CAGI190C,CANON,CARTUCHO TINTA CANON GI190 CYAN,OTROS,,
CAGI190M,CANON,CARTUCHO TINTA CANON GI190 MAGENTA,OTROS,,
CAGI190Y,CANON,CARTUCHO TINTA CANON GI190 AMARILLO,OTROS,,
CAGPR22,CANON,TONER ORIGINAL CANON GPR22 NEGRO,OTROS,,
CAGPR35,CANON,TONER ORIGINAL CANON GPR35 NEGRO,OTROS,,
CAGPR54,CANON,TONER ORIGINAL CANON GPR54 NEGRO,OTROS,,
CAMC10,CANON,CARTUCHO MANTENIMIENTO CANON MC-10,OTROS,,
CAPFI030BK,CANON,TINTA CANON PFI-030 NEGRO,OTROS,,
CAPFI030C,CANON,TINTA CANON PFI-030 CYAN,OTROS,,
CAPFI030M,CANON,TINTA CANON PFI-030 MAGENTA,OTROS,,
CAPFI030MBK,CANON,TINTA CANON PFI-030 NEGRO MATE,OTROS,,
CAPFI030Y,CANON,TINTA CANON PFI-030 AMARILLO,OTROS,,
CAPFI050BK,CANON,Tinta Canon PFI-050 BK,OTROS,,
CAPFI107BK,CANON,CARTUCHO TINTA CANON PFI107 NEGRO,OTROS,,
CAPFI107C,CANON,CARTUCHO TINTA CANON PFI107 CYAN,OTROS,,
CAPFI107M,CANON,CARTUCHO TINTA CANON PFI107 MAGENTA,OTROS,,
CAPFI107MBK,CANON,CARTUCHO TINTA CANON PFI107 NEGRO MATE,OTROS,,
CAPFI107Y,CANON,CARTUCHO TINTA CANON PFI107 AMARILLO,OTROS,,
CAPFI120BK,CANON,CARTUCHO TINTA CANON PFI120 NEGRO,OTROS,,
CAPFI120C,CANON,CARTUCHO TINTA CANON PFI120 CYAN,OTROS,,
CAPFI120M,CANON,CARTUCHO TINTA CANON PFI120 MAGENTA,OTROS,,
CAPFI120MBK,CANON,CARTUCHO TINTA CANON PFI120 NEGRO MATE,OTROS,,
CAPFI120Y,CANON,CARTUCHO TINTA CANON PFI120 AMARILLO,OTROS,,
CAPFI320MBK,CANON,Tanque de tinta Canon PFI-320 negro mate.,OTROS,,
CAPG140XL,CANON,CARTUCHO TINTA CANON PG140XL NEGRO,OTROS,,
CAPG145XLBK,CANON,CARTUCHO TINTA CANON PG145XL NEGRO,OTROS,,
CAPG210XL,CANON,CARTUCHO TINTA CANON PG210XL  NEGRO,OTROS,,
CAPGI1100M,CANON,CARTUCHO TINTA CANON PGI1100  DESCONTINUADO MAGENTA,OTROS,,
CAPGI150PGBK,CANON,CARTUCHO TINTA CANON PGI150 NEGRO,OTROS,,
CAPGI2100BK,CANON,CARTUCHO TINTA CANON PGI2100 NEGRO,OTROS,,
CAPGI2100C,CANON,CARTUCHO TINTA CANON PGI2100 CYAN,OTROS,,
CAPGI2100M,CANON,CARTUCHO TINTA CANON PGI2100 MAGENTA,OTROS,,
CAPGI2100XLBK,CANON,CARTUCHO TINTA CANON PGI2100XL NEGRO,OTROS,,
CAPGI2100XLC,CANON,CARTUCHO TINTA CANON PGI2100XL CYAN,OTROS,,
CAPGI2100XLM,CANON,CARTUCHO TINTA CANON PGI2100XL MAGENTA,OTROS,,
CAPGI2100XLY,CANON,CARTUCHO TINTA CANON PGI2100XL AMARILLO,OTROS,,
CAPGI-35BK,CANON,CARTUCHO TINTA CANON PGI35  NEGRO,OTROS,,
CAT06,CANON,TONER CANON T06 NEGRO,OTROS,,
CMMLW-D36M-A18PZ-RW,COOLER MASTER,"Cooler Master MasterLiquid 360L Core ARGB Enfriamiento Líquido para CPU, 3x 120mm, hasta 1750RPM, Blanco",OTROS,,
DH-HAC-T2A21N,DAHUA,Camara DAHUA Domo de 2 Megapixeles/ 1080p/ Lente 2.8 mm/ 100 Grados de Apertura/ IR de 20 Metros/ Metalica/ IP67/ Soporta: CVI/TVI/AHD/CVBS/ #VolDH,OTROS,,
DHI-KTP01L(S),DAHUA,DAHUA KTP01L(S) - Kit de Videoportero IP con Frente de Calle Metálico Antivandálico y cámara de 2MP.,OTROS,,
DHI-VTH1521G,DAHUA,"Monitor DAHUA IP de 7"" Teclado Touch PoE Estándar Entradas y Salidas de Alarmas Uso Interior TCP IP",OTROS,,
DP013,DATAPAC,CINTA DATAPAC MX-80/FX850,OTROS,,
DP050,DATAPAC,CINTA DATAPAC OKIDATA 182 ENTEIA300,OTROS,,
DP054,DATAPAC,CINTA DATAPAC PANASONIC XP1695/1090,OTROS,,
DP070,DATAPAC,CINTA DATAPAC IBM PPS2380/2390/2381,OTROS,,
DP080,DATAPAC,CINTA DATAPAC NEGRO EPSON ERC30/NCR 2010,OTROS,,
DP080P,DATAPAC,CINTA DATAPAC PURPURA EPSON ERC30/NCR 20,OTROS,,
DP082,DATAPAC,CINTA DATAPAC EPSON ERC-22/NCR2020 PURPURA,OTROS,,
DP092,DATAPAC,CINTA DATAPAC EPSON ERC-27 NEGRO,OTROS,,
DP092P,DATAPAC,CINTA DATAPAC EPSON ERC-27 PURPURA,OTROS,,
DP095,DATAPAC,Cinta Datapac Epson ERC 09 M 161 163 164 180 1 2 Purpura,OTROS,,
DP124,DATAPAC,CINTA DATAPAC STAR MICRO SP 200/212NEGRO,OTROS,,
DP124P,DATAPAC,Cinta Datapac Star Micronis MP200/SP0212PC/SP212FD Purpura,OTROS,,
DP142,DATAPAC,CINTA DATAPAC EPSON FX890,OTROS,,
DP350,DATAPAC,Cinta Datapac Epson LX-350 LX-300+II LX-300+ Negro,OTROS,,
DL210-BKSF,DELL,"Monitor Gamer Dell UltraSharp U2724D LCD 27"", 2560x1440 Quad HD, 120Hz, HDMI/DisplayPort, Negro/Plata",OTROS,,
DL275-BBCC,DELL,"Mouse Dell Óptico MS116, Alámbrico, USB, 1000DPI, Negro",OTROS,,
DL429-AAUQ,DELL,UNIDAD DE DVD EXTERNO DELL,OTROS,,
DL580AKCU,DELL,KIT TECLADO Y MOUSE INALAMBRICO KM3322W NEGRO 3YW,OTROS,,
DLJMF3D,DELL,"Laptop Dell 15 DC15255 15.6"" 1920x1080 Full HD, AMD Ryzen 5 7520U, 8GB, 512GB SSD, Windows 11 Home, Español",OTROS,,
DLSE2425HM,DELL,"Monitor Dell SE2425HM LED 23.8"", 1920x1080 Full HD, 100Hz, HDMI, Negro",OTROS,,
DY45010,DYMO,"Cinta Dymo 45010, Negro sobre Transparente, 12mm x 7m",OTROS,,
DY45013,DYMO,CINTA DYMO PLASTICO  LABEL NEGRO/BLANCO,OTROS,,
DY91331,DYMO,Cinta plastica DYMO letratag imprime negro sobre blanco perla 12mmx4m 1 pieza,OTROS,,
EPC11CC24001,EPSON,IMPRESORA EPSON LX-350 EDG MATRIZ,OTROS,,
EPC11CH37301,EPSON,"Plotter Epson SureColor P900 Cabezal de Impresión 17"" Resolución 5760 x 1440",OTROS,,
EPC11CJ67301,EPSON,MULTIFUNCIONAL EPSON L3250 ECOTANK,OTROS,,
EPC11CJ68301,EPSON,MULTIFUNCIONAL EPSON L3210 ECOTANK,OTROS,,
EPC11CJ71301,EPSON,IMPRESORA EPSON ECOTANK L1250,OTROS,,
EPC11CK23301,EPSON,Multifuncional Epson WorkForce Pro WF-C5890 Color 25PPM Dúplex,OTROS,,
EPC11CK57301,EPSON,Multifuncional Epson EcoTank L5590 Color Inyección de Tinta 15/8PPM,OTROS,,
EPC11CL41301,EPSON,"Multifuncional Epson EcoTank L4360, Color, Inyección de Tinta, Tanque de Tinta, Inalámbrico, Print/Copy/Scan",OTROS,,
EPC12C934591,EPSON,"Epson Tanque Mantenimiento Epson C9345, para EcoTank Pro ET-16600/ ET-16650/ ET-16650/ ET-5880",OTROS,,
EPC12C935711,EPSON,"Epson Tanque de Mantenimiento SC-PX00, para SureColor P700/P900",OTROS,,
EPC12C938211,EPSON,﻿Epson Caja de Mantenimiento para WF-C5890DW/WorkForce Pro WF-C5390DW,OTROS,,
EPC13S020449,EPSON,CARTUCHO TINTA EPSON PP-100 MAGEN LIGHT,OTROS,,
EPC13S020452,EPSON,CARTUCHO TINTA EPSON PP-100 NEGRO,OTROS,,
EPC13T52L320,EPSON,Tinta Epson SJIC41P-M para ColorWorks C4000 Color Magenta,OTROS,,
EPC31C163272,EPSON,IMPRESORA DE TICKETS EPSON TM-U295-272,OTROS,,
EPC31CH51001,EPSON,IMPRESORA DE TICKETS EPSON TM-T20III,OTROS,,
EPC31CK50012,EPSON,"Epson TM-M30III Impresora de Tickets, Térmica Directa, USB/Ethernet, 203 x 203 DPI,",OTROS,,
EPC31CK50052,EPSON,"Epson TM-M30III-052 Impresora de Tickets, Térmica Directa, USB/Serial, 203 x 203 DPI, Negro",OTROS,,
EPC33S020577,EPSON,CARTUCHO TINTA EPSON C3500 NEGRO,OTROS,,
EPERC-09B,EPSON,CINTA EPSON ERC-09B NEGRO,OTROS,,
EPERC-23B,EPSON,CINTA EPSON TM255 M250/260/264/265/267 NEGRO,OTROS,,
EPERC-27B,EPSON,CINTA EPSON ERC-27B NEGRO,OTROS,,
EPERC-31B,EPSON,CINTA EPSON ERC-31B NEGRO,OTROS,,
EPERC-32B,EPSON,CINTA EPSON ERC-32B NEGRO,OTROS,,
EPERC-38B,EPSON,CINTA  EPSON ERC-38B NEGRO,OTROS,,
EPS015329,EPSON,CINTA EPSON S015329 NEGRO,OTROS,,
EPS015335,EPSON,CINTA EPSON S015335 NEGRO,OTROS,,
EPS015337,EPSON,CINTA EPSON S015337 NEGRO,OTROS,,
EPS015631,EPSON,CINTA EPSON S015631 NEGRO,OTROS,,
EPS041062,EPSON,Papel para presentaciones Epson S041062 Inyección de tinta - Blanco - 90 Brillo - Carta - 215.90mm x 279.40mm - 27lb Basis Weight - Mate - 100 / Paquete,OTROS,,
EPT04D100,EPSON,TANQUE MANTENIMIENTO EPSON T04D100,OTROS,,
EPT11A120-AL,EPSON,Tinta Epson WorkForce 39ml WF C5310/C5390/C5810/C5890 Color Negro,OTROS,,
EPT11A220-AL,EPSON,Tinta Epson WorkForce 39ml WF C5310/C5390/C5810/C5890 Color Cian,OTROS,,
EPT11A320-AL,EPSON,Tinta Epson WorkForce 39ml WF C5310/C5390/C5810/C5890 Color Magenta,OTROS,,
EPT11A420-AL,EPSON,Tinta Epson WorkForce 39ml WF C5310/C5390/C5810/C5890 Color Amarillo,OTROS,,
EPT133220-AL,EPSON,CARTUCHO TINTA EPSON T133 CYAN,OTROS,,
EPT133420-AL,EPSON,CARTUCHO TINTA EPSON T133 AMARILLO,OTROS,,
EPT195120-AL,EPSON,CARTUCHO TINTA EPSON T195 NEGRO,OTROS,,
EPT196120-AL,EPSON,CARTUCHO TINTA EPSON T196 NEGRO,OTROS,,
EPT196220-AL,EPSON,CARTUCHO TINTA EPSON T196 CYAN,OTROS,,
EPT206120-AL,EPSON,CARTUCHO TINTA EPSON T206 NEGRO,OTROS,,
EPT206220-AL,EPSON,CARTUCHO TINTA EPSON T206 CYAN,OTROS,,
EPT206320-AL,EPSON,CARTUCHO TINTA EPSON T206 MAGENTA,OTROS,,
EPT206420-AL,EPSON,CARTUCHO TINTA EPSON T206 AMARILLO,OTROS,,
EPT215120-AL,EPSON,TINTA EPSON NEGRO 215 WF-100,OTROS,,
EPT215520-AL,EPSON,"Cartucho Epson 215 Tricolor, 200ml, 250 Páginas",OTROS,,
EPT296120-AL,EPSON,CARTUCHO TINTA EPSON T296 NEGRO,OTROS,,
EPT296220-AL,EPSON,CARTUCHO TINTA EPSON T296 CYAN,OTROS,,
EPT296320-AL,EPSON,CARTUCHO TINTA EPSON T296 MAGENTA,OTROS,,
EPT296420-AL,EPSON,CARTUCHO TINTA EPSON T296 AMARILLO,OTROS,,
EPT40W120,EPSON,CARTUCHO TINTA EPSON T40W120 NEGRO,OTROS,,
EPT40W220,EPSON,CARTUCHO TINTA EPSON T40W220 CYAN,OTROS,,
EPT40W320,EPSON,CARTUCHO TINTA EPSON T40W320 MAGENTA,OTROS,,
EPT40W420,EPSON,CARTUCHO TINTA EPSON T40W420 AMARILLO,OTROS,,
EPT46Y100,EPSON,Tinta Epson UltraChrome Pro 10 50ml Color Negro,OTROS,,
EPT46Y200,EPSON,Tinta Epson UltraChrome Pro 10 50ml Color Cian,OTROS,,
EPT46Y300,EPSON,Tinta Epson UltraChrome Pro 10 50ml Color Magenta,OTROS,,
EPT46Y400,EPSON,Tinta Epson UltraChrome Pro 10 50ml Color Amarillo,OTROS,,
EPT46Y500,EPSON,Tinta Epson UltraChrome Pro 10 50ml Color Cian Claro,OTROS,,
EPT46Y600,EPSON,Tinta Epson UltraChrome Pro 10 50ml Color Magenta Claro,OTROS,,
EPT46Y700,EPSON,Tinta Epson UltraChrome Pro 10 50ml Color Gris,OTROS,,
EPT46Y800,EPSON,Tinta Epson UltraChrome Pro 10 50ml Color Negro Mate,OTROS,,
EPT46Y900,EPSON,Tinta Epson UltraChrome Pro10 T46Y 50ml Color Gris Claro,OTROS,,
EPT46YD00,EPSON,Tinta Epson UltraChrome Pro 10 50ml Color Violeta,OTROS,,
EPT49H100,EPSON,Tinta Epson T49H 140ml Color Negro,OTROS,,
EPT49M120,EPSON,Botella de Tinta Epson Negra ULTRACHROME DS 140 M,OTROS,,
EPT49M220,EPSON,Botella de Tinta Epson Cian ULTRACHROME DS 140 M,OTROS,,
EPT49M320,EPSON,Botella de Tinta Epson UltraChrome DS 140 ml Magenta,OTROS,,
EPT49M420,EPSON,Botella de Tinta Epson Amarilla ULTRACHROME DS 140 M,OTROS,,
EPT504120-2P,EPSON,Tinta Epson T504 Pack 2 Pzas Color Negro,OTROS,,
EPT504120-AL,EPSON,BOTELLA TINTA EPSON T504 NEGRO,OTROS,,
EPT504220-AL,EPSON,BOTELLA TINTA EPSON T504 CYAN,OTROS,,
EPT504320-AL,EPSON,BOTELLA TINTA EPSON T504 MAGENTA,OTROS,,
EPT504420-AL,EPSON,BOTELLA TINTA EPSON T504 AMARILLO,OTROS,,
EPT504520-3P,EPSON,Tinta Epson T504 Pack 3 Pzas Colores Cian/Magenta/Amarillo,OTROS,,
EPT524120-AL,EPSON,BOTELLA DE TINTA EPSON T524 NEGRO,OTROS,,
EPT524220-AL,EPSON,BOTELLA DE TINTA EPSON T524 CYAN,OTROS,,
EPT524320-AL,EPSON,BOTELLA DE TINTA EPSON T524 MAGENTA,OTROS,,
EPT524420-AL,EPSON,BOTELLA DE TINTA EPSON T524 AMARILLO,OTROS,,
EPT534120-AL,EPSON,BOTELLA TINTA EPSON T534 NEGRO,OTROS,,
EPT544120-AL,EPSON,BOTELLA DE TINTA EPSON T544 NEGRO,OTROS,,
EPT544220-AL,EPSON,BOTELLA DE TINTA EPSON T544 CYAN,OTROS,,
EPT544320-AL,EPSON,BOTELLA DE TINTA EPSON T544 MAGENTA,OTROS,,
EPT544420-AL,EPSON,BOTELLA DE TINTA EPSON T544 AMARILLO,OTROS,,
EPT544520-3P,EPSON,Tinta Epson T544 Pack 3 Pzas Colores Cian/Magenta/Amarillo,OTROS,,
EPT544520-4P,EPSON,Tinta Epson T544 Pack 4 Pzas Colores Negro/Cian/Magenta/Amarillo,OTROS,,
EPT554120-AL,EPSON,BOTELLA DE TINTA EPSON T554 NEGRO,OTROS,,
EPT555120,EPSON,BOTELLA DE TINTA EPSON T555 NEGRO,OTROS,,
EPT555220,EPSON,BOTELLA DE TINTA EPSON T555 CYAN,OTROS,,
EPT555320,EPSON,BOTELLA DE TINTA EPSON T555 MAGENTA,OTROS,,
EPT555420,EPSON,BOTELLA DE TINTA EPSON T555 AMARILLO,OTROS,,
EPT555520,EPSON,BOTELLA DE TINTA EPSON T555 GRIS,OTROS,,
EPT55K100,EPSON,Epson UltraChrome HDX/HD Negro Fotográfico 700ml,OTROS,,
EPT55K300,EPSON,"Epson UltraChrome HDX/HD Magenta Vivo, 700ml",OTROS,,
EPT55K500,EPSON,CARTUCHO DE TINTA EPSON T55K500 CIAN CLARO,OTROS,,
EPT55K600,EPSON,Tinta Epson UltraChrome HD 700 ml Color Magenta Claro,OTROS,,
EPT55K700,EPSON,Tinta Epson UltraChrome HD 700 ml Color Negro Claro,OTROS,,
EPT55K900,EPSON,Tinta Epson UltraChrome HD 700 ml Color Gris Claro,OTROS,,
EPT574120-AL,EPSON,TINTA NEGRA EPSON T574120,OTROS,,
EPT574220-AL,EPSON,TINTA CYAN EPSON T574220,OTROS,,
EPT574320-AL,EPSON,TINTA MAGENTA EPSON T574320,OTROS,,
EPT574420-AL,EPSON,TINTA AMARILLA EPSON T574420,OTROS,,
EPT574520-AL,EPSON,TINTA CYAN LIGHT EPSON T574520,OTROS,,
EPT574620-AL,EPSON,TINTA MAGENTA LIGHT EPSON T574620,OTROS,,
EPT664120-2P,EPSON,Tinta Epson T664 Pack 2 Pzas Color Negro,OTROS,,
EPT664120-AL,EPSON,BOTELLA DE TINTA EPSON T664 NEGRO,OTROS,,
EPT664220-AL,EPSON,BOTELLA DE TINTA EPSON T664 CYAN,OTROS,,
EPT664320-AL,EPSON,BOTELLA DE TINTA EPSON T664 MAGENTA,OTROS,,
EPT664420-AL,EPSON,BOTELLA DE TINTA EPSON T664 AMARILLO,OTROS,,
EPT664520-3P,EPSON,Tinta Epson T664 Pack 3 Pzas Colores Cian/Magenta/Amarillo,OTROS,,
EPT664520-4P,EPSON,Tinta Epson T664 Pack 4 Pzas Colores Negro/Cian/Magenta/Amarillo,OTROS,,
EPT673120,EPSON,BOTELLA DE TINTA EPSON T673 NEGRO,OTROS,,
EPT673220-AL,EPSON,BOTELLA DE TINTA EPSON T673 CYAN,OTROS,,
EPT673320-AL,EPSON,BOTELLA DE TINTA EPSON T673 MAGENTA,OTROS,,
EPT673420-AL,EPSON,BOTELLA DE TINTA EPSON T673 AMARILLO,OTROS,,
EPT673520-AL,EPSON,BOTELLA DE TINTA EPSON T673 CYAN LIGHT,OTROS,,
EPT673620-AL,EPSON,BOTELLA DE TINTA EPSON T673 MAGEN LIGHT,OTROS,,
EPT692200,EPSON,CARTUCHO TINTA EPSON T692 CYAN,OTROS,,
EPT692300,EPSON,CARTUCHO TINTA EPSON T692 MAGENTA,OTROS,,
EPT692500,EPSON,CARTUCHO TINTA EPSON T692 NEGRO MATTE,OTROS,,
EPT699700,EPSON,TANQUE MANTENIMIENTO EPSON P6000/P7000/P8000/P9000,OTROS,,
EPT748XXL120-AL,EPSON,CARTUCHO TINTA EPSON T748XXL NEGRO,OTROS,,
EPT748XXL220-AL,EPSON,CARTUCHO TINTA EPSON T748XXL CYAN,OTROS,,
EPT748XXL320-AL,EPSON,CARTUCHO TINTA EPSON T748XXL MAGENTA,OTROS,,
EPT748XXL420-AL,EPSON,CARTUCHO TINTA EPSON T748XXL AMARILLO,OTROS,,
EPT774120-AL,EPSON,BOTELLA DE TINTA EPSON T774 NEGRO,OTROS,,
EPT788XXL220-AL,EPSON,CARTUCHO TINTA EPSON T788XXL CYAN,OTROS,,
EPT788XXL320-AL,EPSON,CARTUCHO TINTA EPSON T788XXL MAGENTA,OTROS,,
EPT941120-AL,EPSON,BOLSA DE TINTA EPSON T941120 NEGRO,OTROS,,
EPT941220-AL,EPSON,BOLSA DE TINTA EPSON T941220 CYAN,OTROS,,
EPT941320-AL,EPSON,BOLSA DE TINTA EPSON T941320 MAGENTA,OTROS,,
EPT941420-AL,EPSON,BOLSA DE TINTA EPSON T941420 AMARILLO,OTROS,,
EFER0005,EUROFORMAS,BLOCK EUROFORMAS REMISION AUTOCOPIANTE 1/4 22 JUEGOS 3 BLOC,OTROS,,
PE191050C2-38,EVOLUTION,ROLLO P/PLOTTER EVOLUTION 91X50 C2 .,OTROS,,
PFB8216C,FACIA BOND,PAPEL FACIA BOND CARTA P/5K,OTROS,,
PFB9216C,FACIA BOND,PAPEL FACIA BOND OFICIO P/5K,OTROS,,
FE5737601,FELLOWES,"Fellowees Enmicadora M5-95, Grosor max. 5µm, Negro",OTROS,,
FE5738201,FELLOWES,Enmicadora Fellowes Spectra 95 A4 5 Micras,OTROS,,
FOFVR-901M,FORZA,Regulador Automático de Voltaje Forza FVR-901M 900VA/450W 8 Salidas Montaje Pared 120V,OTROS,,
G001,Genericos,TAPETE PARA MOUSE COLOR NEGRO MANHATTAN,OTROS,,
G002,Genericos,TAPETE DE GEL ANTIDERRAPANTE AZUL,OTROS,,
G003,Genericos,TAPETE DE GEL ANTIDERRAPANTE NEGRO,OTROS,,
G004,Genericos,TAPETE DE GEL ANTIDERRAPANTE ROJO,OTROS,,
G2205,Genericos,ETIQUETA GENERICA BROTHER DE 65X30,OTROS,,
V903,Genericos,FUNDA  P/CDR C/VENTANA  P/100,OTROS,,
V908,Genericos,SOBRE CELOFAN  PARA CD-R P/100,OTROS,,
GHPCGHIA-3378,GHIA,"Computadora Ghia Frontier Slim, Intel Core i5-12400, 8GB, 1TB SSD, sin Sistema Operativo",OTROS,,
GHPCGHIA-3498,GHIA,"Computadora Ghia Frontier Slim, AMD Ryzen 5 5600GT, 8GB, 1TB SSD, sin Sistema Operativo",OTROS,,
GHPCGHIA-3517,GHIA,"Computadora Ghia 3517, Intel Pentium Gold G7400, 4GB, 120GB SSD, Windows 11 Pro",OTROS,,
GIGP-P450B,GIGABYTE,"Fuente de Poder Gigabyte P450B 80 PLUS Bronze, 24-pin ATX, 120mm, 450W",OTROS,,
HS75U65QFM,HISENSE,"Hisense Smart TV ULED 75U65QFM 75"", 4K Ultra HD, Negro",OTROS,,
HI1XB17A,HP,Tinta HP LF 775 500ml Color Cian,OTROS,HP Consumible,
HI1XB18A,HP,Tinta HP LF 775 500ml Color Magenta,OTROS,HP Consumible,
HI1XB19A,HP,Tinta HP LF 775 500ml Color Amarillo,OTROS,HP Consumible,
HI1XB20A,HP,Tinta HP LF 775 500ml Color Rojo Cromático,OTROS,HP Consumible,
HI1XB21A,HP,Tinta HP LF 775 500ml Color Negro Fotográfico,OTROS,HP Consumible,
HI1XB22A,HP,Tinta HP LF 775 500ml Color Negro Mate,OTROS,HP Consumible,
HI3ED58A,HP,HP 713 CABEZAL TINTA AMPLIO FORMATO,OTROS,HP Consumible,
HI3ED67A,HP,CARTUCHO TINTA ORGINAL HP 712 CYAN,OTROS,HP Consumible,
HI3ED68A,HP,CARTUCHO TINTA ORGINAL HP 712 MAGENTA,OTROS,HP Consumible,
HI3ED69A,HP,CARTUCHO TINTA ORGINAL HP 712 AMARILLO,OTROS,HP Consumible,
HI3ED70A,HP,CARTUCHO TINTA ORGINAL HP 712 NEGRO 38ml,OTROS,HP Consumible,
HI3ED71A,HP,CARTUCHO TINTA ORGINAL HP 712 NEGRO 80ml,OTROS,HP Consumible,
HI3ED77A,HP,CARTUCHO DE TINTA HP DESIGNJET 712 CARTUCHO DE TINTA HP DESIGNJET 712,OTROS,HP Consumible,
HI3ED78A,HP,CARTUCHO DE TINTA HP DESIGNJET 712 CARTUCHO DE TINTA HP DESIGNJET 712,OTROS,HP Consumible,
HI3ED79A,HP,CARTUCHO DE TINTA HP DESIGNJET 712 CARTUCHO DE TINTA HP DESIGNJET 712,OTROS,HP Consumible,
HI3JA50AL,HP,CARTUCHO TINTA ORIGINAL HP 964 CYAN,OTROS,HP Consumible,
HI3JA51AL,HP,CARTUCHO TINTA ORIGINAL HP 964 MAGENTA,OTROS,HP Consumible,
HI3JA52AL,HP,CARTUCHO TINTA ORIGINAL HP 964 AMARILLO,OTROS,HP Consumible,
HI3JA53AL,HP,CARTUCHO TINTA ORIGINAL HP 964 NEGRO,OTROS,HP Consumible,
HI3JA54AL,HP,CARTUCHO TINTA ORIGINAL HP 964XL CYAN,OTROS,HP Consumible,
HI3JA55AL,HP,CARTUCHO TINTA ORIGINAL HP 964XL MAGENTA,OTROS,HP Consumible,
HI3JA56AL,HP,CARTUCHO TINTA ORIGINAL HP 964XL AMARILLO,OTROS,HP Consumible,
HI3JA57AL,HP,CARTUCHO TINTA ORIGINAL HP964XL NEGRO,OTROS,HP Consumible,
HI3WX25A,HP,HP 728 NEGRO 130ML TINTA AMPLIO FORMATO 3WX25A,OTROS,HP Consumible,
HI3YM78AL,HP,CARTUCHO TINTA ORIGINAL HP 667 TRICOLOR,OTROS,HP Consumible,
HI3YM79AL,HP,CARTUCHO TINTA ORIGINAL HP 667 NEGRO,OTROS,HP Consumible,
HI3YM80AL,HP,CARTUCHO TINTA ORIGINAL HP 667XL TRICOLO,OTROS,HP Consumible,
HI3YM81AL,HP,CARTUCHO TINTA ORIGINAL HP 667XL NEGRO,OTROS,HP Consumible,
HI3YP17AL,HP,HP INC Cabezal de Impresión HP Inyección de tinta - Tricolor,OTROS,HP Consumible,
HI498N4A,HP,TINTA ORIGINAL HP DESIGNJET 738 NEGRO 130ML,OTROS,HP Consumible,
HI498N5A,HP,TINTA ORIGINAL HP 738 CYAN 130ML AMPLIO FORMATO,OTROS,HP Consumible,
HI498N6A,HP,TINTA ORIGINAL HP 738 MAGENTA 130ML  AMPLIO FORMATO,OTROS,HP Consumible,
